"2014 Medicare Advantage, and Cost Plans",,,,,,,,,,,,,,,
"Data as of June 1, 2014.  Includes 2014 approved contracts/plans.  PACE, Special Needs Plans, Part B Only Plans, and Employer  sponsored plans (800 series) are excluded. Plans under sanction are not shown.  Medicare/Medicaid plans are shown in a separate Landscape file.",,,,,,,,,,,,,,,
"Notes: Data are subject to change as contracts are finalized.  For 2014, enhanced alternative plans may offer additional gap coverage which is calculated as the percentage of “generic” formulary products with coverage above and beyond the 2014 standard ""generic"" coverage gap cost-sharing benefit and/or the percentage of “brand” formulary products covered in addition to the coverage gap discount for applicable drugs.  Additional gap coverage levels are determined separately for formulary generic and brand products and are described as follows:   “All”: 100% of formulary drugs are covered through the gap, “Many”: ?65% to <100% of formulary drugs are covered through the gap, “Some”: ?10% to <65 % of formulary drugs are covered through the gap, “Few”: >0% to <10% of formulary drugs are covered through the gap (and must also be >15 ""brand"" products covered through the gap), “No Gap Coverage”:  0% of formulary drugs are covered through the gap (or ?15 ""brand"" products covered through the gap).  A label of “All Formulary Drugs” is applied for plans that cover 100% of “generic” and 100% of “brand” products (either by covering all formulary drug products in the gap or by having no initial coverage limit).",,,,,,,,,,,,,,,
* Indicates plan does not offer Part D drug coverage.,,,,,,,,,,,,,,,
** MOOP is defined as: Maximum Out-of-Pocket (MOOP) limit on enrollee spending that includes costs for all in-network Part A and Part B Services. N/A is defined as Not Applicable,,,,,,,,,,,,,,,
State,County,Organization Name,Plan Name,Type of Medicare Health Plan,"Monthly Consolidated Premium 
(Includes 
Part C + D)",Annual Drug Deductible,"Drug 
Benefit 
Type","Type of 
Additional Coverage Offered in the Gap",Drug Benefit Type Detail,Contract ID,Plan ID,Segment ID,In-network MOOP Amount **,Overall Star Rating,
Minnesota,Brown,Medica Insurance Company,Medica Prime Solution Value with Part D Option 2 (Cost),Cost, $125.50 , $-   ,Enhanced,No Gap Coverage,EA,H2450,023,0,  ,4.5 stars,
Minnesota,Brown,UCare,UCare for Seniors Value (HMO-POS),Local HMO *, $40.00 ,,,,,H2459,001,0," $3,400 ",4.5 stars,
Minnesota,Brown,UCare,UCare for Seniors Classic (HMO-POS),Local HMO, $161.00 , $-   ,Enhanced,Many Generics,EA,H2459,002,0," $3,400 ",4.5 stars,
Minnesota,Brown,UCare,UCare for Seniors Value Plus (HMO-POS),Local HMO, $106.00 , $-   ,Enhanced,No Gap Coverage,EA,H2459,013,0," $3,400 ",4.5 stars,
Minnesota,Brown,UCare,UCare for Seniors Essentials Rx (HMO-POS),Local HMO, $48.00 , $-   ,Enhanced,No Gap Coverage,EA,H2459,019,0," $3,400 ",4.5 stars,
Minnesota,Brown,Blue Cross and Blue Shield of Minnesota,Platinum Blue Core Plan (Cost),Cost *, $29.00 ,,,,,H2461,005,0,  ,4 stars,
Minnesota,Brown,Blue Cross and Blue Shield of Minnesota,Platinum Blue Choice Plan (Cost),Cost *, $74.00 ,,,,,H2461,006,0,  ,4 stars,
Minnesota,Brown,Blue Cross and Blue Shield of Minnesota,Platinum Blue Complete Plan (Cost),Cost *, $109.00 ,,,,,H2461,007,0,  ,4 stars,
Minnesota,Brown,HealthPartners,HealthPartners Freedom Basic (Cost),Cost *, $47.00 ,,,,,H2462,004,0, N/A ,4.5 stars,
Minnesota,Brown,HealthPartners,HealthPartners Freedom Balance (Cost),Cost *, $94.00 ,,,,,H2462,007,0,  ,4.5 stars,
Minnesota,Brown,HealthPartners,HealthPartners Freedom Balance with Rx (Cost),Cost, $117.80 , $125.00 ,Enhanced,No Gap Coverage,EA,H2462,008,0,  ,4.5 stars,
Minnesota,Brown,HealthPartners,HealthPartners Freedom Ultimate (Cost),Cost *, $145.00 ,,,,,H2462,010,0,  ,4.5 stars,
Minnesota,Brown,HealthPartners,HealthPartners Freedom Ultimate with Rx (Cost),Cost, $187.70 , $175.00 ,Basic,No Gap Coverage,BA,H2462,011,0,  ,4.5 stars,
Minnesota,Brown,HealthPartners,HealthPartners Freedom Ultimate with Enhanced Rx (Cost),Cost, $343.30 , $100.00 ,Enhanced,"Many Generics, Some Brands",EA,H2462,012,0,  ,4.5 stars,
Minnesota,Brown,HealthPartners,HealthPartners Freedom Vital (Cost),Cost *, $54.00 ,,,,,H2462,018,0," $3,000 ",4.5 stars,
Minnesota,Brown,HealthPartners,HealthPartners Freedom Vital with Rx (Cost),Cost, $66.10 , $175.00 ,Enhanced,No Gap Coverage,EA,H2462,019,0,  ,4.5 stars,
Minnesota,Brown,Medica Health Plans,Medica Clear Solution Essential (PPO),Local PPO, $58.00 , $310.00 ,Basic,No Gap Coverage,DS,H3283,003,0," $4,000 ",Not enough data available ,
Minnesota,Brown,Humana Insurance Company,HumanaChoice H6609-005 (PPO),Local PPO, $61.00 , $310.00 ,Enhanced,"Few Generics, Few Brands",EA,H6609,005,0," $5,000 ",4.5 stars,
Minnesota,Brown,Humana Insurance Company,HumanaChoice H6609-006 (PPO),Local PPO *, $-   ,,,,,H6609,006,0," $6,000 ",4.5 stars,
Minnesota,Brown,Humana Insurance Company,Humana Gold Choice H8145-089 (PFFS),PFFS, $86.00 , $310.00 ,Enhanced,"Few Generics, Few Brands",EA,H8145,089,0, N/A ,4 stars,
Minnesota,Carlton,Blue Plus,Blue Essentials (HMO-POS),Local HMO, $93.60 , $160.00 ,Basic,No Gap Coverage,BA,H2425,002,0," $4,000 ",3.5 stars,
Minnesota,Carlton,Medica Insurance Company,Medica Prime Solution Basic with Part D Option 2 (Cost),Cost, $141.50 , $-   ,Enhanced,No Gap Coverage,EA,H2450,001,0,  ,4.5 stars,
Minnesota,Carlton,Medica Insurance Company,Medica Prime Solution Enhanced w/Part D Option 2 (Cost),Cost, $191.50 , $-   ,Enhanced,No Gap Coverage,EA,H2450,002,0,  ,4.5 stars,
Minnesota,Carlton,Medica Insurance Company,Medica Prime Solution Thrift with Part D Option 1 (Cost),Cost, $60.70 , $310.00 ,Basic,No Gap Coverage,DS,H2450,007,0,  ,4.5 stars,
Minnesota,Carlton,Medica Insurance Company,Medica Prime Solution Basic with Part D Option 1 (Cost),Cost, $100.70 , $310.00 ,Basic,No Gap Coverage,DS,H2450,016,0,  ,4.5 stars,
Minnesota,Carlton,Medica Insurance Company,Medica Prime Solution Enhanced w/Part D Option 1 (Cost),Cost, $150.70 , $310.00 ,Basic,No Gap Coverage,DS,H2450,017,0,  ,4.5 stars,
Minnesota,Carlton,Medica Insurance Company,Medica Prime Solution Value with Part D Option 1 (Cost),Cost, $84.70 , $310.00 ,Basic,No Gap Coverage,DS,H2450,022,0,  ,4.5 stars,
Minnesota,Carlton,Medica Insurance Company,Medica Prime Solution Value with Part D Option 2 (Cost),Cost, $125.50 , $-   ,Enhanced,No Gap Coverage,EA,H2450,023,0,  ,4.5 stars,
Minnesota,Carlton,UCare,UCare for Seniors Value (HMO-POS),Local HMO *, $40.00 ,,,,,H2459,001,0," $3,400 ",4.5 stars,
Minnesota,Carlton,UCare,UCare for Seniors Classic (HMO-POS),Local HMO, $161.00 , $-   ,Enhanced,Many Generics,EA,H2459,002,0," $3,400 ",4.5 stars,
Minnesota,Carlton,UCare,UCare for Seniors Value Plus (HMO-POS),Local HMO, $106.00 , $-   ,Enhanced,No Gap Coverage,EA,H2459,013,0," $3,400 ",4.5 stars,
Minnesota,Carlton,UCare,UCare for Seniors Essentials Rx (HMO-POS),Local HMO, $48.00 , $-   ,Enhanced,No Gap Coverage,EA,H2459,019,0," $3,400 ",4.5 stars,
Minnesota,Carlton,Blue Cross and Blue Shield of Minnesota,Platinum Blue Core Plan (Cost),Cost *, $29.00 ,,,,,H2461,005,0,  ,4 stars,
Minnesota,Carlton,Blue Cross and Blue Shield of Minnesota,Platinum Blue Choice Plan (Cost),Cost *, $74.00 ,,,,,H2461,006,0,  ,4 stars,
Minnesota,Carlton,Blue Cross and Blue Shield of Minnesota,Platinum Blue Complete Plan (Cost),Cost *, $109.00 ,,,,,H2461,007,0,  ,4 stars,
Minnesota,Carlton,HealthPartners,HealthPartners Freedom Basic (Cost),Cost *, $47.00 ,,,,,H2462,004,0, N/A ,4.5 stars,
Minnesota,Carlton,HealthPartners,HealthPartners Freedom Balance (Cost),Cost *, $94.00 ,,,,,H2462,007,0,  ,4.5 stars,
Minnesota,Carlton,HealthPartners,HealthPartners Freedom Balance with Rx (Cost),Cost, $117.80 , $125.00 ,Enhanced,No Gap Coverage,EA,H2462,008,0,  ,4.5 stars,
Minnesota,Carlton,HealthPartners,HealthPartners Freedom Ultimate (Cost),Cost *, $145.00 ,,,,,H2462,010,0,  ,4.5 stars,
Minnesota,Carlton,HealthPartners,HealthPartners Freedom Ultimate with Rx (Cost),Cost, $187.70 , $175.00 ,Basic,No Gap Coverage,BA,H2462,011,0,  ,4.5 stars,
Minnesota,Carlton,HealthPartners,HealthPartners Freedom Ultimate with Enhanced Rx (Cost),Cost, $343.30 , $100.00 ,Enhanced,"Many Generics, Some Brands",EA,H2462,012,0,  ,4.5 stars,
Minnesota,Carlton,HealthPartners,HealthPartners Freedom Vital (Cost),Cost *, $54.00 ,,,,,H2462,018,0," $3,000 ",4.5 stars,
Minnesota,Carlton,HealthPartners,HealthPartners Freedom Vital with Rx (Cost),Cost, $66.10 , $175.00 ,Enhanced,No Gap Coverage,EA,H2462,019,0,  ,4.5 stars,
Minnesota,Carlton,Medica Health Plans,Medica Clear Solution Essential (PPO),Local PPO, $58.00 , $310.00 ,Basic,No Gap Coverage,DS,H3283,003,0," $4,000 ",Not enough data available ,
Minnesota,Carlton,Humana Insurance Company,HumanaChoice H6609-005 (PPO),Local PPO, $61.00 , $310.00 ,Enhanced,"Few Generics, Few Brands",EA,H6609,005,0," $5,000 ",4.5 stars,
Minnesota,Carlton,Humana Insurance Company,HumanaChoice H6609-006 (PPO),Local PPO *, $-   ,,,,,H6609,006,0," $6,000 ",4.5 stars,
Minnesota,Carver,Blue Plus,Blue Essentials (HMO-POS),Local HMO, $93.60 , $160.00 ,Basic,No Gap Coverage,BA,H2425,002,0," $4,000 ",3.5 stars,
Minnesota,Carver,Medica Insurance Company,Medica Prime Solution Basic with Part D Option 2 (Cost),Cost, $141.50 , $-   ,Enhanced,No Gap Coverage,EA,H2450,001,0,  ,4.5 stars,
Minnesota,Carver,Medica Insurance Company,Medica Prime Solution Enhanced w/Part D Option 2 (Cost),Cost, $191.50 , $-   ,Enhanced,No Gap Coverage,EA,H2450,002,0,  ,4.5 stars,
Minnesota,Carver,Medica Insurance Company,Medica Prime Solution Thrift with Part D Option 1 (Cost),Cost, $60.70 , $310.00 ,Basic,No Gap Coverage,DS,H2450,007,0,  ,4.5 stars,
Minnesota,Carver,Medica Insurance Company,Medica Prime Solution Basic with Part D Option 1 (Cost),Cost, $100.70 , $310.00 ,Basic,No Gap Coverage,DS,H2450,016,0,  ,4.5 stars,
Minnesota,Carver,Medica Insurance Company,Medica Prime Solution Enhanced w/Part D Option 1 (Cost),Cost, $150.70 , $310.00 ,Basic,No Gap Coverage,DS,H2450,017,0,  ,4.5 stars,
Minnesota,Carver,Medica Insurance Company,Medica Prime Solution Value with Part D Option 1 (Cost),Cost, $84.70 , $310.00 ,Basic,No Gap Coverage,DS,H2450,022,0,  ,4.5 stars,
Minnesota,Carver,Medica Insurance Company,Medica Prime Solution Value with Part D Option 2 (Cost),Cost, $125.50 , $-   ,Enhanced,No Gap Coverage,EA,H2450,023,0,  ,4.5 stars,
Minnesota,Carver,UCare,UCare for Seniors Value (HMO-POS),Local HMO *, $40.00 ,,,,,H2459,001,0," $3,400 ",4.5 stars,
Minnesota,Carver,UCare,UCare for Seniors Classic (HMO-POS),Local HMO, $161.00 , $-   ,Enhanced,Many Generics,EA,H2459,002,0," $3,400 ",4.5 stars,
Minnesota,Carver,UCare,UCare for Seniors Value Plus (HMO-POS),Local HMO, $106.00 , $-   ,Enhanced,No Gap Coverage,EA,H2459,013,0," $3,400 ",4.5 stars,
Minnesota,Carver,UCare,UCare for Seniors Essentials Rx (HMO-POS),Local HMO, $48.00 , $-   ,Enhanced,No Gap Coverage,EA,H2459,019,0," $3,400 ",4.5 stars,
Minnesota,Carver,Blue Cross and Blue Shield of Minnesota,Platinum Blue Core Plan (Cost),Cost *, $29.00 ,,,,,H2461,005,0,  ,4 stars,
Minnesota,Carver,Blue Cross and Blue Shield of Minnesota,Platinum Blue Choice Plan (Cost),Cost *, $74.00 ,,,,,H2461,006,0,  ,4 stars,
Minnesota,Carver,Blue Cross and Blue Shield of Minnesota,Platinum Blue Complete Plan (Cost),Cost *, $109.00 ,,,,,H2461,007,0,  ,4 stars,
Minnesota,Carver,HealthPartners,HealthPartners Freedom Basic (Cost),Cost *, $47.00 ,,,,,H2462,004,0, N/A ,4.5 stars,
Minnesota,Carver,HealthPartners,HealthPartners Freedom Balance (Cost),Cost *, $94.00 ,,,,,H2462,007,0,  ,4.5 stars,
Minnesota,Carver,HealthPartners,HealthPartners Freedom Balance with Rx (Cost),Cost, $117.80 , $125.00 ,Enhanced,No Gap Coverage,EA,H2462,008,0,  ,4.5 stars,
Minnesota,Carver,HealthPartners,HealthPartners Freedom Ultimate (Cost),Cost *, $145.00 ,,,,,H2462,010,0,  ,4.5 stars,
Minnesota,Carver,HealthPartners,HealthPartners Freedom Ultimate with Rx (Cost),Cost, $187.70 , $175.00 ,Basic,No Gap Coverage,BA,H2462,011,0,  ,4.5 stars,
Minnesota,Carver,HealthPartners,HealthPartners Freedom Ultimate with Enhanced Rx (Cost),Cost, $343.30 , $100.00 ,Enhanced,"Many Generics, Some Brands",EA,H2462,012,0,  ,4.5 stars,
Minnesota,Carver,HealthPartners,HealthPartners Freedom Vital (Cost),Cost *, $54.00 ,,,,,H2462,018,0," $3,000 ",4.5 stars,
Minnesota,Carver,HealthPartners,HealthPartners Freedom Vital with Rx (Cost),Cost, $66.10 , $175.00 ,Enhanced,No Gap Coverage,EA,H2462,019,0,  ,4.5 stars,
Minnesota,Carver,Medica Health Plans,Medica Clear Solution Essential (PPO),Local PPO, $58.00 , $310.00 ,Basic,No Gap Coverage,DS,H3283,003,0," $4,000 ",Not enough data available ,
Minnesota,Carver,Humana Insurance Company,HumanaChoice H6609-005 (PPO),Local PPO, $61.00 , $310.00 ,Enhanced,"Few Generics, Few Brands",EA,H6609,005,0," $5,000 ",4.5 stars,
Minnesota,Carver,Humana Insurance Company,HumanaChoice H6609-006 (PPO),Local PPO *, $-   ,,,,,H6609,006,0," $6,000 ",4.5 stars,
Minnesota,Cass,Blue Plus,Blue Essentials (HMO-POS),Local HMO, $93.60 , $160.00 ,Basic,No Gap Coverage,BA,H2425,002,0," $4,000 ",3.5 stars,
Minnesota,Cass,Medica Insurance Company,Medica Prime Solution Basic with Part D Option 2 (Cost),Cost, $141.50 , $-   ,Enhanced,No Gap Coverage,EA,H2450,001,0,  ,4.5 stars,
Minnesota,Cass,Medica Insurance Company,Medica Prime Solution Enhanced w/Part D Option 2 (Cost),Cost, $191.50 , $-   ,Enhanced,No Gap Coverage,EA,H2450,002,0,  ,4.5 stars,
Minnesota,Cass,Medica Insurance Company,Medica Prime Solution Thrift with Part D Option 1 (Cost),Cost, $60.70 , $310.00 ,Basic,No Gap Coverage,DS,H2450,007,0,  ,4.5 stars,
Minnesota,Cass,Medica Insurance Company,Medica Prime Solution Basic with Part D Option 1 (Cost),Cost, $100.70 , $310.00 ,Basic,No Gap Coverage,DS,H2450,016,0,  ,4.5 stars,
Minnesota,Cass,Medica Insurance Company,Medica Prime Solution Enhanced w/Part D Option 1 (Cost),Cost, $150.70 , $310.00 ,Basic,No Gap Coverage,DS,H2450,017,0,  ,4.5 stars,
Minnesota,Cass,Medica Insurance Company,Medica Prime Solution Value with Part D Option 1 (Cost),Cost, $84.70 , $310.00 ,Basic,No Gap Coverage,DS,H2450,022,0,  ,4.5 stars,
Minnesota,Cass,Medica Insurance Company,Medica Prime Solution Value with Part D Option 2 (Cost),Cost, $125.50 , $-   ,Enhanced,No Gap Coverage,EA,H2450,023,0,  ,4.5 stars,
Minnesota,Cass,UCare,UCare for Seniors Value (HMO-POS),Local HMO *, $40.00 ,,,,,H2459,001,0," $3,400 ",4.5 stars,
Minnesota,Cass,UCare,UCare for Seniors Classic (HMO-POS),Local HMO, $161.00 , $-   ,Enhanced,Many Generics,EA,H2459,002,0," $3,400 ",4.5 stars,
Minnesota,Cass,UCare,UCare for Seniors Value Plus (HMO-POS),Local HMO, $106.00 , $-   ,Enhanced,No Gap Coverage,EA,H2459,013,0," $3,400 ",4.5 stars,
Minnesota,Cass,UCare,UCare for Seniors Essentials Rx (HMO-POS),Local HMO, $48.00 , $-   ,Enhanced,No Gap Coverage,EA,H2459,019,0," $3,400 ",4.5 stars,
Minnesota,Cass,Blue Cross and Blue Shield of Minnesota,Platinum Blue Core Plan (Cost),Cost *, $29.00 ,,,,,H2461,005,0,  ,4 stars,
Minnesota,Cass,Blue Cross and Blue Shield of Minnesota,Platinum Blue Choice Plan (Cost),Cost *, $74.00 ,,,,,H2461,006,0,  ,4 stars,
Minnesota,Cass,Blue Cross and Blue Shield of Minnesota,Platinum Blue Complete Plan (Cost),Cost *, $109.00 ,,,,,H2461,007,0,  ,4 stars,
Minnesota,Cass,HealthPartners,HealthPartners Freedom Basic (Cost),Cost *, $47.00 ,,,,,H2462,004,0, N/A ,4.5 stars,
Minnesota,Cass,HealthPartners,HealthPartners Freedom Balance (Cost),Cost *, $94.00 ,,,,,H2462,007,0,  ,4.5 stars,
Minnesota,Cass,HealthPartners,HealthPartners Freedom Balance with Rx (Cost),Cost, $117.80 , $125.00 ,Enhanced,No Gap Coverage,EA,H2462,008,0,  ,4.5 stars,
Minnesota,Cass,HealthPartners,HealthPartners Freedom Ultimate (Cost),Cost *, $145.00 ,,,,,H2462,010,0,  ,4.5 stars,
Minnesota,Cass,HealthPartners,HealthPartners Freedom Ultimate with Rx (Cost),Cost, $187.70 , $175.00 ,Basic,No Gap Coverage,BA,H2462,011,0,  ,4.5 stars,
Minnesota,Cass,HealthPartners,HealthPartners Freedom Ultimate with Enhanced Rx (Cost),Cost, $343.30 , $100.00 ,Enhanced,"Many Generics, Some Brands",EA,H2462,012,0,  ,4.5 stars,
Minnesota,Cass,HealthPartners,HealthPartners Freedom Vital (Cost),Cost *, $54.00 ,,,,,H2462,018,0," $3,000 ",4.5 stars,
Minnesota,Cass,HealthPartners,HealthPartners Freedom Vital with Rx (Cost),Cost, $66.10 , $175.00 ,Enhanced,No Gap Coverage,EA,H2462,019,0,  ,4.5 stars,
Minnesota,Cass,Medica Health Plans,Medica Clear Solution Essential (PPO),Local PPO, $58.00 , $310.00 ,Basic,No Gap Coverage,DS,H3283,003,0," $4,000 ",Not enough data available ,
Minnesota,Cass,Humana Insurance Company,HumanaChoice H6609-005 (PPO),Local PPO, $61.00 , $310.00 ,Enhanced,"Few Generics, Few Brands",EA,H6609,005,0," $5,000 ",4.5 stars,
Minnesota,Cass,Humana Insurance Company,HumanaChoice H6609-006 (PPO),Local PPO *, $-   ,,,,,H6609,006,0," $6,000 ",4.5 stars,
Minnesota,Chippewa,Blue Plus,Blue Essentials (HMO-POS),Local HMO, $93.60 , $160.00 ,Basic,No Gap Coverage,BA,H2425,002,0," $4,000 ",3.5 stars,
Minnesota,Chippewa,Medica Insurance Company,Medica Prime Solution Basic with Part D Option 2 (Cost),Cost, $141.50 , $-   ,Enhanced,No Gap Coverage,EA,H2450,001,0,  ,4.5 stars,
Minnesota,Chippewa,Medica Insurance Company,Medica Prime Solution Enhanced w/Part D Option 2 (Cost),Cost, $191.50 , $-   ,Enhanced,No Gap Coverage,EA,H2450,002,0,  ,4.5 stars,
Minnesota,Chippewa,Medica Insurance Company,Medica Prime Solution Thrift with Part D Option 1 (Cost),Cost, $60.70 , $310.00 ,Basic,No Gap Coverage,DS,H2450,007,0,  ,4.5 stars,
Minnesota,Chippewa,Medica Insurance Company,Medica Prime Solution Basic with Part D Option 1 (Cost),Cost, $100.70 , $310.00 ,Basic,No Gap Coverage,DS,H2450,016,0,  ,4.5 stars,
Minnesota,Chippewa,Medica Insurance Company,Medica Prime Solution Enhanced w/Part D Option 1 (Cost),Cost, $150.70 , $310.00 ,Basic,No Gap Coverage,DS,H2450,017,0,  ,4.5 stars,
Minnesota,Chippewa,Medica Insurance Company,Medica Prime Solution Value with Part D Option 1 (Cost),Cost, $84.70 , $310.00 ,Basic,No Gap Coverage,DS,H2450,022,0,  ,4.5 stars,
Minnesota,Chippewa,Medica Insurance Company,Medica Prime Solution Value with Part D Option 2 (Cost),Cost, $125.50 , $-   ,Enhanced,No Gap Coverage,EA,H2450,023,0,  ,4.5 stars,
Minnesota,Chippewa,UCare,UCare for Seniors Value (HMO-POS),Local HMO *, $40.00 ,,,,,H2459,001,0," $3,400 ",4.5 stars,
Minnesota,Chippewa,UCare,UCare for Seniors Classic (HMO-POS),Local HMO, $161.00 , $-   ,Enhanced,Many Generics,EA,H2459,002,0," $3,400 ",4.5 stars,
Minnesota,Chippewa,UCare,UCare for Seniors Value Plus (HMO-POS),Local HMO, $106.00 , $-   ,Enhanced,No Gap Coverage,EA,H2459,013,0," $3,400 ",4.5 stars,
Minnesota,Chippewa,UCare,UCare for Seniors Essentials Rx (HMO-POS),Local HMO, $48.00 , $-   ,Enhanced,No Gap Coverage,EA,H2459,019,0," $3,400 ",4.5 stars,
Minnesota,Chippewa,Blue Cross and Blue Shield of Minnesota,Platinum Blue Core Plan (Cost),Cost *, $29.00 ,,,,,H2461,005,0,  ,4 stars,
Minnesota,Chippewa,Blue Cross and Blue Shield of Minnesota,Platinum Blue Choice Plan (Cost),Cost *, $74.00 ,,,,,H2461,006,0,  ,4 stars,
Minnesota,Chippewa,Blue Cross and Blue Shield of Minnesota,Platinum Blue Complete Plan (Cost),Cost *, $109.00 ,,,,,H2461,007,0,  ,4 stars,
Minnesota,Chippewa,HealthPartners,HealthPartners Freedom Basic (Cost),Cost *, $47.00 ,,,,,H2462,004,0, N/A ,4.5 stars,
Minnesota,Chippewa,HealthPartners,HealthPartners Freedom Balance (Cost),Cost *, $94.00 ,,,,,H2462,007,0,  ,4.5 stars,
Minnesota,Chippewa,HealthPartners,HealthPartners Freedom Balance with Rx (Cost),Cost, $117.80 , $125.00 ,Enhanced,No Gap Coverage,EA,H2462,008,0,  ,4.5 stars,
Minnesota,Chippewa,HealthPartners,HealthPartners Freedom Ultimate (Cost),Cost *, $145.00 ,,,,,H2462,010,0,  ,4.5 stars,
Minnesota,Chippewa,HealthPartners,HealthPartners Freedom Ultimate with Rx (Cost),Cost, $187.70 , $175.00 ,Basic,No Gap Coverage,BA,H2462,011,0,  ,4.5 stars,
Minnesota,Chippewa,HealthPartners,HealthPartners Freedom Ultimate with Enhanced Rx (Cost),Cost, $343.30 , $100.00 ,Enhanced,"Many Generics, Some Brands",EA,H2462,012,0,  ,4.5 stars,
Minnesota,Chippewa,HealthPartners,HealthPartners Freedom Vital (Cost),Cost *, $54.00 ,,,,,H2462,018,0," $3,000 ",4.5 stars,
Minnesota,Chippewa,HealthPartners,HealthPartners Freedom Vital with Rx (Cost),Cost, $66.10 , $175.00 ,Enhanced,No Gap Coverage,EA,H2462,019,0,  ,4.5 stars,
Minnesota,Chippewa,Medica Health Plans,Medica Clear Solution Essential (PPO),Local PPO, $58.00 , $310.00 ,Basic,No Gap Coverage,DS,H3283,003,0," $4,000 ",Not enough data available ,
Minnesota,Chippewa,Humana Insurance Company,HumanaChoice H6609-006 (PPO),Local PPO *, $-   ,,,,,H6609,006,0," $6,000 ",4.5 stars,
Minnesota,Chippewa,Humana Insurance Company,HumanaChoice H6609-074 (PPO),Local PPO, $262.00 , $215.00 ,Basic,No Gap Coverage,BA,H6609,074,0," $6,700 ",4.5 stars,
Minnesota,Chisago,Blue Plus,Blue Essentials (HMO-POS),Local HMO, $93.60 , $160.00 ,Basic,No Gap Coverage,BA,H2425,002,0," $4,000 ",3.5 stars,
Minnesota,Chisago,Medica Insurance Company,Medica Prime Solution Basic with Part D Option 2 (Cost),Cost, $141.50 , $-   ,Enhanced,No Gap Coverage,EA,H2450,001,0,  ,4.5 stars,
Minnesota,Chisago,Medica Insurance Company,Medica Prime Solution Enhanced w/Part D Option 2 (Cost),Cost, $191.50 , $-   ,Enhanced,No Gap Coverage,EA,H2450,002,0,  ,4.5 stars,
Minnesota,Chisago,Medica Insurance Company,Medica Prime Solution Thrift with Part D Option 1 (Cost),Cost, $60.70 , $310.00 ,Basic,No Gap Coverage,DS,H2450,007,0,  ,4.5 stars,
Minnesota,Chisago,Medica Insurance Company,Medica Prime Solution Basic with Part D Option 1 (Cost),Cost, $100.70 , $310.00 ,Basic,No Gap Coverage,DS,H2450,016,0,  ,4.5 stars,
Minnesota,Chisago,Medica Insurance Company,Medica Prime Solution Enhanced w/Part D Option 1 (Cost),Cost, $150.70 , $310.00 ,Basic,No Gap Coverage,DS,H2450,017,0,  ,4.5 stars,
Minnesota,Chisago,Medica Insurance Company,Medica Prime Solution Value with Part D Option 1 (Cost),Cost, $84.70 , $310.00 ,Basic,No Gap Coverage,DS,H2450,022,0,  ,4.5 stars,
Minnesota,Chisago,Medica Insurance Company,Medica Prime Solution Value with Part D Option 2 (Cost),Cost, $125.50 , $-   ,Enhanced,No Gap Coverage,EA,H2450,023,0,  ,4.5 stars,
Minnesota,Chisago,UCare,UCare for Seniors Value (HMO-POS),Local HMO *, $40.00 ,,,,,H2459,001,0," $3,400 ",4.5 stars,
Minnesota,Chisago,UCare,UCare for Seniors Classic (HMO-POS),Local HMO, $161.00 , $-   ,Enhanced,Many Generics,EA,H2459,002,0," $3,400 ",4.5 stars,
Minnesota,Chisago,UCare,UCare for Seniors Value Plus (HMO-POS),Local HMO, $106.00 , $-   ,Enhanced,No Gap Coverage,EA,H2459,013,0," $3,400 ",4.5 stars,
Minnesota,Chisago,UCare,UCare for Seniors Essentials Rx (HMO-POS),Local HMO, $48.00 , $-   ,Enhanced,No Gap Coverage,EA,H2459,019,0," $3,400 ",4.5 stars,
Minnesota,Chisago,Blue Cross and Blue Shield of Minnesota,Platinum Blue Core Plan (Cost),Cost *, $29.00 ,,,,,H2461,005,0,  ,4 stars,
Minnesota,Chisago,Blue Cross and Blue Shield of Minnesota,Platinum Blue Choice Plan (Cost),Cost *, $74.00 ,,,,,H2461,006,0,  ,4 stars,
Minnesota,Chisago,Blue Cross and Blue Shield of Minnesota,Platinum Blue Complete Plan (Cost),Cost *, $109.00 ,,,,,H2461,007,0,  ,4 stars,
Minnesota,Chisago,HealthPartners,HealthPartners Freedom Basic (Cost),Cost *, $47.00 ,,,,,H2462,004,0, N/A ,4.5 stars,
Minnesota,Chisago,HealthPartners,HealthPartners Freedom Balance (Cost),Cost *, $94.00 ,,,,,H2462,007,0,  ,4.5 stars,
Minnesota,Chisago,HealthPartners,HealthPartners Freedom Balance with Rx (Cost),Cost, $117.80 , $125.00 ,Enhanced,No Gap Coverage,EA,H2462,008,0,  ,4.5 stars,
Minnesota,Chisago,HealthPartners,HealthPartners Freedom Ultimate (Cost),Cost *, $145.00 ,,,,,H2462,010,0,  ,4.5 stars,
Minnesota,Chisago,HealthPartners,HealthPartners Freedom Ultimate with Rx (Cost),Cost, $187.70 , $175.00 ,Basic,No Gap Coverage,BA,H2462,011,0,  ,4.5 stars,
Minnesota,Chisago,HealthPartners,HealthPartners Freedom Ultimate with Enhanced Rx (Cost),Cost, $343.30 , $100.00 ,Enhanced,"Many Generics, Some Brands",EA,H2462,012,0,  ,4.5 stars,
Minnesota,Chisago,HealthPartners,HealthPartners Freedom Vital (Cost),Cost *, $54.00 ,,,,,H2462,018,0," $3,000 ",4.5 stars,
